No,username,country,math,implementation,geometry,bitmasks,brute force,binary search,dp,greedy,chinese remainder theorem,fft,sortings,number theory,constructive algorithms,trees,matrices,divide and conquer,probabilities,dfs and similar,data structures,flows,meet-in-the-middle,games,graphs,shortest paths,hashing,strings,combinatorics,interactive,dsu,graph matchings,two pointers,string suffix structures,2-sat,expression parsing,*special,ternary search,schedules,total
160,mTvTm,Vietnam,20195.58571,28158.78571,2370,2404.416667,9104.952381,6100.369048,12180.5,19328.18095,0,0,6729.080952,6781.952381,16565.04762,5262.064286,475,765.25,662.5,6583.114286,8918.302381,480.5,120.3333333,1155.666667,5958.414286,901.4333333,389.5,4660.25,3935.083333,984.5,1376.183333,0,2418.533333,0,0,0,180,337.5,225,175708
161,niynip,Vietnam,4567,3516.166667,0,0.333333333,1190,1060.833333,1384.5,1685.833333,0,0,1311.166667,1215.333333,1552.333333,150.3333333,0,333.3333333,0,325.3333333,453.6666667,0,0,420,738.1666667,225,0,908.6666667,214.6666667,0,0.333333333,0,90,0,0,0,0,0,0,21343
162,binh13579113,Vietnam,11061.58333,12309.2,842.75,450.5,3986.333333,2172.166667,5337.75,13027.78333,0,0,3365.533333,2190.333333,4880.166667,822.5,0,0.5,0,1359.5,2252.5,0,0.25,0.5,1346.666667,75.83333333,0.333333333,1743.2,1587.083333,0,625,0,1627.7,0,0,0.333333333,0,125,0,71191
163,yellowthundercat,Vietnam,19118.76667,42604.97619,2858.9,1752.833333,12808.76667,9278.166667,5854.02619,15139.38333,0,0,8917.742857,3265,12160.36667,1478.833333,169.0833333,612.75,75,3122.333333,4566.692857,0,147,741.3666667,1977.133333,412.2333333,313.4761905,4946.359524,3719.333333,1412.333333,1155.333333,137,511.6666667,137.1428571,150,0,0,0,0,159544
164,qbao_asdasd,Vietnam,8128.316667,15830.23333,310.6666667,252.1666667,2966.416667,2649.85,3480.333333,8841.933333,200,0,3878.366667,1757.75,5362.9,902.2,0,0.333333333,0,3048.783333,3255.45,0,320.3333333,172.8333333,2416.783333,452.3333333,680.25,4084.916667,251.3333333,0.5,1115.2,0,2076.866667,432.25,0,0,75,37.7,0,72982
165,BestLulu,Vietnam,19096.91667,19305.28333,654.5,1088.916667,9335.416667,5842.366667,6776.5,17012.48333,0,0,6259.65,6267.85,8390.183333,1385,112.5,318.3333333,0,2587.933333,3844.166667,199.5,277.5,964.8333333,2855.066667,353.1666667,203.9333333,2842.883333,1640.75,100.3333333,1637.8,0,1221.133333,203.6,0,0,0,187.5,0,120966
166,tranquanghuy,Vietnam,9303.009524,11954.30952,1390.25,3198.92619,4123.783333,2646.283333,19029.00952,12174.30952,0,0,4187,2068.583333,3324.97619,5595.12619,818.75,1122,75,7295.685714,8553.735714,460.8333333,0.25,50,6694.32619,1155.333333,635.25,3318.559524,2402.25,0.25,1674.792857,0,2560.666667,700,112.5,0,325,150.25,225,117326
167,Hung912,Vietnam,4137.761905,4886.761905,0,375.3333333,442.5,548.5,2216.333333,4178.095238,241.5,0,767.6666667,2497.833333,3255.695238,1067.35,0,150,0,1282.933333,7313.445238,0,0,0,1657.278571,0.666666667,375,894.1666667,751.5,0,425.25,0,746.4285714,0,0,0,30,225,0,38467
168,HCMUS-Thanos,Vietnam,4992.25,3422.333333,1077,1,917,754.3333333,1890.833333,4610.75,0,0,1185.5,414.75,1730.5,504,0,0,0,898.5,1242.75,0,0,0,996.5,301,0,1068.666667,0.5,0,763,0,1555.833333,0,0,0,0,0,0,28327
169,kaylous,Vietnam,5016,4493.333333,0,1279.333333,2668.75,2069.5,1081.5,3254.916667,0,0,1467.666667,152,1618.916667,487.5,0,1040.5,150,188.1666667,1263.25,0,0,450,189.5833333,488.25,60,1207.083333,751.3333333,200,0.583333333,0,75.83333333,60,0,0,0,0,0,29714
170,pye,Vietnam,12136.08333,16233.73333,941,1066.333333,5148.283333,2807.116667,4728.283333,11233.36667,75,0,6180.116667,4032.95,5809.466667,1372.8,0,0.25,0,1099.633333,6737.883333,0,93.75,241.3333333,1847.633333,562.5,200.6666667,3117.116667,1861,731.5,526.8333333,0,377.3666667,200,0,0,77,125,225,89789
171,DrakeBalloon,Vietnam,6830.916667,10128.5,1044,0,4523.933333,143.5666667,307.8166667,4162.366667,533.3333333,0,1227.4,2009.316667,1854.533333,1421.2,0,0,0,904.3333333,239.1666667,0,0,245,1017.533333,0,200.2,1022.866667,326.25,0,509.2,0,694.5666667,0,0,0,0,0,0,39346
172,PvDzxc,Vietnam,8348,10458.41667,743.4166667,192,3478.133333,874.6666667,2141,9220.866667,243,0,2398.366667,1755.166667,5089.633333,0,0,0,0,855.3333333,1112.416667,0,0.25,401.3333333,1141.8,0,395.8,1871.45,935.5833333,412,0.833333333,0,2085.533333,0,0,0,75,0,0,54230
173,Gekk,Vietnam,11742.93333,13694.08333,770.3333333,808,4668.6,1649.25,1815.533333,6383.666667,0,0,2101.833333,2191.033333,6119.75,1107.7,0,0,0,1499.866667,2249.116667,0,209.6,0,1651.166667,0.333333333,408,1571.833333,1511.933333,376,437,0,398.4333333,0,0,0,0,0,0,63366
174,viethq,Vietnam,4960.416667,6645.166667,0,196.5,2616.916667,1471.083333,3088.583333,6033.866667,0,0,2118.833333,3415.75,2197,1091.783333,325,0.5,0,3172.416667,1444.166667,0,370,150,3533.116667,456.0333333,75.5,1004.416667,270.25,90,2015.7,50,400,200,0,0,175,150,0,47718
175,_Tien_,Vietnam,3703.333333,2162.166667,306.25,432,1205.25,702.1666667,1049,4359.916667,0,0,1264.333333,410.3333333,2193.833333,0,0,200,0,744.3333333,1040.333333,0,260,165,744.3333333,0,0.333333333,0.333333333,351,0,744.3333333,0,90.41666667,0,0,0,0,0,0,22129
176,vangtrangtan,Vietnam,37374.11667,53733.59286,2608.3,2810.75,21212.6,8231.416667,15358.5,37983.07619,217,0,11687.28333,10377.98333,19764.61667,3631.966667,0,284.0833333,204.3333333,4537.37619,9160.47619,224.3333333,231.5833333,2258.666667,6330.959524,1648.916667,286.5,9557.62619,5208,296.75,2644.142857,296,4310.883333,286.5,0,0.333333333,0,662.3333333,0,273421
177,manh9203,Vietnam,8530.093939,10982.64286,2369.5,1943.477273,2983.710606,3345.393939,9230.57013,7341.87013,0,225,4426.916667,2770.343939,4662.583333,5023.353463,494.0833333,1408.042857,475,1982.509524,13211.05346,500,25,425,2747.616667,600.6666667,1110.733333,1254.343939,1737.75,100.8333333,997.6272727,0,3016.75,598.0333333,0,0,25.5,150,0,94696
178,nh_dantz,Vietnam,24273.07857,24780.14286,3511.071429,1967.142857,8812.316667,5322.552381,12075.05238,21978.80476,100,200.25,8727.083333,9099.4,13453.79762,4812.059524,494.25,1829.064286,456.5833333,3364.345238,12207.48571,225.4,0.25,0,4203.147619,998.8666667,255,6154.142857,3872.666667,826.0833333,1145.842857,64.68571429,3503.066667,1517.5,0,0.333333333,0,225.5333333,225,180682
179,AstroDuyen72,Vietnam,5907.333333,4721.2,472,0.333333333,1826.033333,222.75,1449.7,3218.65,0,0,162.45,3627.5,1843,189,0,0.2,0,716,149.3666667,0,0,432,1211,189,0,2010.7,827.3333333,0,905,0,640.45,0,0,0,0,0,0,30721
180,jamienguyen,Vietnam,20294.02381,26350.85714,1145.25,913.3333333,7896.3,3089.533333,6185.45,17321.47381,247,0,4015.95,5372.366667,6776.62381,1817,0,0,652,2460,4368.440476,0,255,1089.666667,3702.290476,412.8333333,282.6,3729.7,1700.333333,330,1651.333333,0,1021.307143,60,0,0.333333333,0,0,225,123366
181,lqtungntn,Vietnam,12918.25,20665.16667,758.5,1351,5667.25,1571.833333,3416,10545.75,0,0,3770.25,2750.083333,5072.166667,0,0,0,0,1255.333333,1344.083333,0,280,659,1567.5,75.33333333,0,3018.583333,1932.083333,0,371.3333333,0,1175.5,0,0,0,175,0,0,80340
182,LOADING99,Vietnam,10178.91667,7617.583333,221.5,0.5,2119.55,1918.5,4205.083333,7806.366667,0,0,1921.4,2627.7,3787.633333,419.8333333,0,0.25,0,889.4,1792.25,0,255,0,1264.666667,248,227.8,2595.033333,490.6666667,0.25,1036.666667,0,1288.116667,0,0,0.333333333,0,0,0,52913
183,HaRiSK,Vietnam,23448.18333,49010.36667,1254.266667,988.3333333,14012.66667,6168.8,12043.86667,19798.01667,0,0,10706.66667,4834.166667,8104.2,2019.833333,1075,600.6666667,413.25,3947.083333,7578.283333,75,0,468.6666667,2551.333333,237.75,403.5,4769.9,3638.666667,150,593.45,203.5,2999.55,378,0,0.333333333,178.7,0,0,182652
184,Isabella_Vesterbury,Vietnam,948,578.6666667,204,0.5,324.8333333,0.666666667,150.3333333,698.3333333,0,0,444.5,0,0,0,0,0,0.333333333,0,325,0,0,1,0,0,0,1.5,0.333333333,0,0,0,0,0,0,0,0,0,0,3678
185,a2dalek,Vietnam,7238.652381,8041.428571,450,1434,4956.952381,2803.202381,9204.102381,10542.05952,0,150,4946.616667,5780.735714,5377.7,3685.716667,0,453.4,0,4610.359524,7681.578571,0,0,607,7603.57619,2112,375.25,2846.892857,1734.616667,225,1466.909524,0,1131.916667,720,0,0.333333333,540,150,225,97095
186,binhtranit,Vietnam,12063.33333,9582.45,386,620.25,2848.75,430.3666667,1602.666667,6480.9,242,0,1857.566667,5344.25,3791.5,405.8333333,0.333333333,0,1.333333333,599.5,575.6666667,0,169,50.33333333,364.1666667,0,0.5,2437.116667,1954.666667,0,76.33333333,0,326.9833333,0,0,0,0,0.2,225,52437
187,jsomebody___,Vietnam,3981.366667,6604.666667,369.3333333,637.9,2064.183333,907.3333333,1361.733333,6794.7,0,0,1851.166667,1.666666667,1915.033333,125.8333333,0,0,0.5,490.9833333,731.3333333,0,0,1.5,939.0166667,574.5833333,0,869.3333333,1,467,0,0,234.8333333,0,0,0,0,0,0,30925
188,MinhNguye,Vietnam,5867.833333,5182.566667,482,401.5,2523.683333,1091.583333,3240.95,4054.883333,240.5,0,509.5833333,1151.75,2386.9,243.6,0.333333333,0.2,0,935.4166667,1401.7,0,164,0.333333333,1599.083333,244.1,267.4,526.8333333,236,0,792.7666667,0,201.5,0,0,0,0,0,0,33747
189,xcodevn,Vietnam,9377.166667,12647.03333,1149.5,1069.583333,5361.75,1563.333333,3289.583333,7044.116667,0,0,3792.866667,2509.166667,5782.416667,863.3333333,771.3333333,100.25,0,916.3666667,1746.25,0,0,313.3333333,417.6666667,0,0,2438.366667,1915.333333,0.25,104.3333333,0,591.3333333,0,0,0.333333333,0,0,0,63765
190,CMN.HuyMinh,Vietnam,1539.47619,2461.559524,0,0.5,609.3095238,282.8333333,1565.72619,1116.642857,0,0,402.3333333,571.5,1.333333333,0,0,0,0,0,0.392857143,0,0,0,0,0.333333333,0,1042.809524,496,0,0,0,0.25,0,0,0,175,0,0,10266
191,CVP_Sagiri,Vietnam,1816.75,2404.783333,0,0,1.166666667,291.25,1241.583333,1186.283333,0,0,225.2,637.75,186.3333333,0,0,0,0,543.3333333,785.25,0,291.25,0,984.3333333,0,0,0.866666667,0,0,543.3333333,0,0.533333333,0,0,0,0,0,0,11140
192,NguyenNhatMinhLQD,Vietnam,508.1666667,225.5,0,0,1.666666667,0.25,600.25,529.25,0,0,226.5333333,0,330.3333333,0.2,0,0.2,0,0,0.75,0,0,0,0.2,0,0,171,0,0,0.2,0,0.5,0,0,0,0,0,0,2595
193,HynDuf,Vietnam,9924.366667,9387.483333,516.3333333,671.4166667,4471.4,2278.166667,11825.68333,8527.966667,0,0,3414.6,2699.116667,3818.833333,1466.066667,268.75,536.2666667,90,2626.766667,3646.866667,150,0,200,1614.4,475,425.5,3013.033333,551,0.333333333,1441.066667,50,1700.583333,200,0,0,0,60,225,76276
194,thanhngoc54,Vietnam,7208.666667,6658.866667,0.5,481.6666667,1891.5,381.6666667,4634,7761.833333,0,0,2346.866667,2152,2814.5,811.3,0,425,1178.333333,90,1347.666667,0,0,130,885.6333333,233.8,201.5,585.5333333,463.1666667,0.5,233.8,0,711.7,0,0,0,0,0,0,43630
195,ArGuTe,Vietnam,26648.97619,45150.98333,3045.916667,1584.559524,12858.9,2842.666667,11410.60952,17760.68333,0,0,8833,6561.5,12531.97619,2657.942857,318.3333333,330.25,390.75,3635.359524,5729.609524,508.5,0,1236.333333,4437.55,557.5,257.8333333,6684.5,3127.75,463.5,729.2,50,1746.983333,60,0,38,356,122.3333333,0,182668
196,Cutebuglikecode,Vietnam,7326.533333,16720.36667,1276.416667,605.3333333,6818.633333,588.25,2487.5,4248.833333,0,0,1545.133333,2196,4004.033333,1031.7,0,0,0,538.5333333,2049,0,0,243,539.0333333,0,120,2321.5,252,0,175.2,0,306.6666667,120,0,0,1.333333333,0,0,55515
197,tuhi,Vietnam,2144.416667,3274.816667,150,942.3333333,1876.033333,0.166666667,4047.583333,2622.733333,0,0,972.95,551.25,1571.866667,390.0333333,0,0,0,163.3333333,175.1666667,0,0,315,427.7,277.2,0,1255.2,495,0,277.4,50,50.61666667,0,0,0,0.2,0,0,22031
198,N00,Vietnam,15623.10238,12486.90238,1213,2544.75,8100.769048,3756.819048,7746.735714,5904.033333,300,0,3198.866667,9162.035714,7813.333333,1956.15,400.2,165.2,250,2842.533333,7083.902381,0,150.25,366,2473.816667,267.8333333,371.1666667,2817.166667,6383.616667,404,1225.65,0,1556.333333,60,0,346,151.8333333,439,0,107561
199,Demon-Lord,Vietnam,6706.916667,9591.4,0,0,1581.916667,989.1666667,2498.666667,8707.733333,0,0,2949.483333,1427.25,4165.583333,232,0,0.25,0,368.5333333,1587.25,0,0,0.333333333,1099.666667,0,0,1793.9,836.6666667,0.25,187.6666667,0,348.3666667,0,0,0,0,0,225,45298
200,wolfris,Vietnam,9890.533333,22924.11667,375,826,8396.9,1749.2,6012.616667,12736.7,0,0,4807.666667,1682.116667,7353.15,2673,0,0.583333333,0,1898.5,2006.15,0,0.333333333,164.6666667,2618,716,0,2638.916667,2166.666667,266.25,792.5333333,0,675.2,0,0,0,76.2,0,0,93447
201,__Neff,Vietnam,1.333333333,420,75,487.5,113.1666667,0.25,650.25,167.75,0,0,75.5,0,150.8333333,0,0,325,0,526.3333333,340.25,0,0,0,626.3333333,100.3333333,0,793.8333333,0,0,526,0,437.3333333,0,0,0,0,0,0,5817
202,giang.best.1,Vietnam,15697.45,20186.6,1543.5,1327.033333,6601.433333,3883.983333,5892.169048,12803.23571,0,0,3770.202381,4059.4,9147.952381,2206.452381,0,437.7,0,1287.952381,2634.616667,187.8333333,0,643.3333333,1811.152381,567.3333333,0,3741.833333,1245.666667,0,572,0,1113.166667,0,0,0,0,0,0,101362
203,dmtung,Vietnam,2,5.583333333,0,0,0,0.75,0.5,4.583333333,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0.333333333,0,0.25,0,0,0,0,0,0,16
204,Ghoulouis,Vietnam,3736,3656.35,0,719.45,1231.633333,1069.283333,4357.3,3186.916667,0,0,1658.416667,600.3333333,2815.416667,1323.916667,0.333333333,509.25,0,1041.75,3760.933333,225,0,50,964.45,175.3333333,175.5,1779.833333,713.6666667,0,388.5833333,0,1108.85,700,112.5,0,0,125,0,36186
205,NDKhoa,Vietnam,14104.67727,16814.25238,1282.45,2195.510606,5931.727273,3094.760606,13438.20346,13214.26299,0,0,4149.2,4064.877273,8062.666667,1121.503463,431.25,578.9428571,431.7833333,1438.952381,5465.04632,150,94,150.8333333,2411.692857,569.0333333,150.2,4509.186797,2820.45,275.25,936.0867965,87.5,2575.166667,0,0,0.333333333,175,125.2,0,110850
206,BorisBelozerov,Vietnam,30357.37619,35670.09286,5233.5,1307,11211.32619,4470.866667,11355.54286,21151.87619,0,0,5384.433333,6407.916667,11352.81667,855.1333333,428,105.7,90,2544.866667,7851.342857,0,250.25,0.5,3701.083333,475.85,394.5333333,3665.62619,3903.083333,0,1680.966667,0,3784.983333,0,0,0.333333333,135,0,225,173995
207,N.C.Kien,Vietnam,6212.25,7650.25,464,75.33333333,2076.166667,2514.616667,3296.866667,5687.533333,0,0,1262.333333,2467.25,2413.083333,1105.833333,0,0,0,1719,1839.45,639,221.25,75.33333333,1839.5,300,0,1228.166667,511,0,1038,354,1423.783333,0,0,0,0,225,0,46639
208,Wan.2000,Vietnam,9519.809524,9400.166667,2038.166667,1115.333333,5460.72619,2825.666667,5906.309524,7860.5,0,0,2095.5,2455.5,3771.416667,3230.083333,0,0.25,0.25,3451.559524,4140.833333,150,0,509.5,4034.142857,1276.642857,263.4166667,2132.75,1493.333333,225.3333333,318.3333333,107.1428571,694.3333333,0.416666667,0,0,90,0.583333333,225,74793
209,Slumdog,Vietnam,2262.666667,2718.083333,868.75,311.5,762.5833333,479.5,505.6666667,1230.5,0,0,245.5,288.0833333,1004,353.5,0,0,0,849,596,0,0,0,305.25,0.583333333,0,240,150.8333333,0,0,0,905,0,0,0,0,0,0,14077
210,_Megumi_,Vietnam,1201.5,1369.2,0,0,1089,323.3333333,189.5,324.0333333,0,0,548.8666667,1722,512.3333333,189,0,0,0,0,226.8333333,0,0,0,189,0,0,270.2,0,0,0,0,548.8666667,0,0,0,0,323.3333333,0,9027
211,Lucky__Boy,Vietnam,27886.6,33970.25952,3530,1849,13231.4,6559.833333,18808.09048,23597.12381,0,0,8428.997619,5410.7,17299.24762,5665.890476,100.3333333,825.1428571,691,5738.590476,14881.50952,225.8333333,0,1092.5,3301.164286,478.5,592.5,7433.166667,5074.416667,462.5,779.0833333,443.5,3502.616667,580,0,0,280,337.5,225,213282
212,ld_minh4354,Vietnam,10597.75,6984.5,363.1666667,497.6666667,1480.583333,997.5,3035.336667,6007.75,0,0,1877.75,1122.773333,2767.5,567.5,0,0,0.333333333,660.3333333,1356.25,0,297.5,870,1035.833333,0,0,692.0833333,1944.67,0,490,0,1353.666667,0,0,0,200.3333333,0,0,45200.78
213,CNH_FlyingTuwu,Vietnam,20245.16667,39231.78333,1482,1253.666667,8505.583333,3613.283333,4794.91,16515.98333,246,0,7698.15,5318.526667,11102.83333,305,0,100.25,0.5,1967.166667,2804.916667,140,93.75,651.6666667,2413.916667,88.25,0.666666667,5844.616667,1017.326667,0.25,647.1666667,87.5,1260.65,0,0,0,175,0.2,0,137606.68
214,NamSPro,Vietnam,13888.95,9779.116667,712.1666667,961.6666667,3055.866667,2308.866667,4299.463333,8960.916667,0,0,3271.583333,3096.933333,5772.45,836.53,100.3333333,0.25,316.7,2280.916667,1386.616667,0,377.5,467.5,2487.916667,262.8333333,0,945.0833333,1523.683333,441.25,1191.7,37.5,914.3333333,0,0,0.333333333,250.2,0,0,69929.16
215,Tri_Phan,Vietnam,2627.916667,4260.783333,0,911.5,682.25,1043,636.5833333,3114.9,0,0,1595.066667,928.3666667,1624,462.8333333,0,0.25,0,1069.2,626.4166667,0,237.5,300,1452.366667,150.3333333,0,76.53333333,203,0.25,660.3333333,0,672.6166667,0,0,0,0,0,0,23336
216,nhphuongltv,Vietnam,22379.05,54347.43571,1769.5,2307.5,17305.78333,12057.8,18969.43571,24081.55,0,0,12707.65238,7181.7,19297.06667,6357.5,650.6666667,2819.333333,1469.333333,9115.033333,26083.36905,300.3333333,0,1261.566667,9684.833333,2413.95,1480.252381,11000.86905,5598.333333,445,2609.116667,615.8333333,4722.783333,927.0857143,696,294,718.3333333,315,0,281983
217,pvannvuILQD,Vietnam,11049.3881,14816.25476,446.25,1076.75,7424.102381,5297.321429,19006.11667,20965.71667,243,0,6160.864286,4271.285714,10531.99762,1713.166667,415,737.5,277.5,6507.414286,4866.988095,0,195,506.25,6579.164286,1689.25,547,2299.066667,2266.083333,0,1705.416667,64.28571429,3688.533333,0,0,0.333333333,355,0,0,135702
218,ngocjr7,Vietnam,682.6333333,3499.333333,184,0,1645,300,1.333333333,2531.333333,0,0,463.1666667,0.5,548.5,272.8,0,0,0,859.3,226.3333333,0,0,0.333333333,385.3,0,0,246.8333333,0,0,746.8,60,226,0,472.5,0,0,0,0,13352
219,nhathuy_313,Vietnam,2836.25,4263,415.5,0,672.4166667,0,1441.666667,1404.333333,0,0,360.3333333,171,1322.833333,0,0,0,0,0,848.0833333,0,0,0,201.25,238.75,0,787.5,401.3333333,0,0,37.5,885.25,0,0,0,0,0,0,16287
220,tls.6arenn,Vietnam,449.5833333,1138.416667,0,0.333333333,0.583333333,420,501,421.0833333,0,0,0,0,822.3333333,0,0,375,125,0,1137.833333,0,0,0,0,0.5,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,5393
221,buihoatpt2k3,Vietnam,4127.333333,3174.333333,112.5,450.8333333,2039.083333,541.25,3391.916667,2027.116667,0,0,616.8333333,2095.75,1283.166667,493.2,0,0.333333333,0,1362.666667,2923.833333,0,75.33333333,0,2155.866667,1393.2,0.333333333,1133,0,0,1030.866667,0,531.25,0,0,0,0,0,225,31185
222,I_love_Inori_Yuzuriha,Vietnam,18475.16667,26007.81667,3066,918.8333333,9903.516667,3713.766667,6589.566667,15326.68333,0,0,1920.6,7612.6,8227.45,1443.65,0,265.25,0,1727.183333,3205.233333,200.3333333,0,0.333333333,3222.983333,519.7,0,3981.333333,1317.166667,0,750.65,0,404.6166667,250,0,0.333333333,5.033333333,0.2,0,119056
223,YugiHacker,Vietnam,16384.89286,23784.64286,1248.5,514.1666667,6365.333333,3113.416667,7146.583333,17057.27619,245.5,0,6777.333333,5228.333333,8537.059524,2259.05,100,0,1.5,4376.25,3282.142857,75,372.5,481.6666667,5196.359524,894.1333333,75.83333333,3497.333333,1809.083333,90,2157.966667,37.5,2671.142857,200,0,0,175.5,150,0,124306
224,nhatanhst,Vietnam,11449.03333,10976.23333,1187.75,1035,3793.783333,2183.666667,2460.366667,7616.4,0,0,3696.866667,4152.5,6858,0.25,0.333333333,0,0,0,1671.083333,0,0,163.6666667,384.75,0.333333333,0,1428.2,1509.416667,333,0.25,0,1586.116667,0,0,0,0,0,0,62487
225,bachtruoq,Vietnam,8541,10904.78333,473.6666667,355.8333333,3230.166667,2669,4243.25,10124.36667,0,150,2618.95,2649.976667,4114.25,690.5333333,0,0.25,0,1249.733333,1659.666667,150,0,760.3333333,1709.033333,650.8666667,0.333333333,1228.033333,973.0833333,75.75,200.5333333,187.5,931.0833333,0,0,0.333333333,275,150,0,60967.31
226,thuanqvbn03,Vietnam,6971.333333,7631.333333,1152.25,113,2733.666667,839.25,2326.583333,5874.25,0,0,1337.583333,1337.083333,4092.083333,545.25,0,90.25,0,1359.25,918.0833333,0,206.25,125,1055.666667,150.3333333,196.5,504.6666667,1563.666667,0,504.6666667,0,222,0,0,0,30,0,0,41880
227,Aishiteru_N-san,Vietnam,4249.916667,2018.666667,175,0,1784.916667,533.5833333,2108.5,2174.166667,0,0,487.0833333,743,1180.75,0,0,0,0,0,1514.5,0,0,0,510,0.25,120,122.0833333,200.25,0,0.5,0,488.8333333,120,0,0,0,0,0,18532
228,thantrongtri3,Vietnam,21804.75,19373.7,1803.833333,2086.75,6841.083333,2808.583333,14655.08333,17575.11667,241.5,0,4785.15,5911.833333,7772.583333,1112.283333,362.5,0.2,375,2565.083333,4623.25,0,276.25,1166.333333,3228.116667,272.25,588,3016.95,3538.916667,0,1499.616667,0,1844.283333,120,0,150,175,0,225,130799
229,giaosudauto,Vietnam,12347.91667,23442.28333,657.1666667,1302.880952,10116.49762,1696,4770.678571,12041.54524,0,150,3976.080952,1813.083333,6816.580952,1362.678571,0.333333333,150,0,804.5952381,3463.5,0,150.25,1105.333333,1713.047619,150.8333333,0.666666667,4310.714286,2079.666667,150,1200.5,0,727.1666667,0,0,180.6666667,150.3333333,150,225,97206
230,tunni46,Vietnam,5623.25,5138.166667,0,663.3333333,1443,846.75,1360.333333,2421.083333,0,0,1080.033333,535.3333333,2363.666667,150.7333333,0,200.2,0,457.6166667,982.0333333,0,0,150,1108.316667,150,180.5,936.1666667,549.1666667,0,100.4,0,410.5833333,180,0,0,6.333333333,0,0,27037
231,TiK4_Descent,Vietnam,2033.25,2453.166667,277.25,0.5,597.8333333,413.75,765.75,2813,0,0,428.3333333,0,276.5833333,0,0,0.25,0,300.3333333,347.1666667,0,0.25,0,300,0.75,0,405,0,0,1.083333333,0,187.75,0,0,0,0,0,0,11602
232,Capricornmean,Vietnam,14179.4,18604.70952,1026.833333,1305.533333,7618.535714,3195.569048,6754.25,11654.74524,0.2,0,2495.066667,2687.833333,8378.15,1390.533333,190.6666667,275.45,150.3333333,3247.261905,2868.761905,285,268.75,727.6666667,2510.961905,946.6190476,348.3333333,2009.009524,1737.416667,150.95,1687.509524,0,807.6166667,60,0,0.333333333,355,0,0,97919
233,__ART__,Vietnam,754.8333333,38.33333333,0,0,0.333333333,0.333333333,0,260,215.5,0,0,222.5,575.5,0,0,0,0.333333333,0,0.5,0,0,0,0,0,0,37.5,0.333333333,0,0,0,0,0,0,0,0,0,0,2106
234,vuminhtam,Vietnam,10349.5,13137.16667,798.75,101,2630.5,1559,3448.033333,6829.15,0,0,4197.166667,1581.7,2709.333333,180.7833333,0,0.2,0,522.3166667,1771.066667,0,0,451.3333333,981.3166667,425.9833333,0.333333333,2572.833333,694,0,100.5333333,0,413.1666667,0,0,0.833333333,30,0,0,55486
235,nanhtu,Vietnam,4872.083333,4398.116667,256.25,150,2447.5,434.4166667,1834.833333,2408.116667,0,0,841.1166667,1722.5,1406.833333,725,0,0,0,331.25,2893.75,0,0,50,943.25,150,0,1473.95,0.583333333,0,356.25,0,1192.2,0,0,0,0,0,0,28888
236,GrintonDH,Vietnam,4845.616667,9279.45,862.25,100.25,2334.866667,1636.116667,3465,3121.533333,0,0,2152.65,2508.75,2633.833333,510.5333333,0.2,250.2,0,650.3333333,4325.333333,0,0,75,834.8666667,90.66666667,150,1572.533333,492.7833333,0.5,0.2,0,905.2833333,0,0,0,639887.953,0.25,225,682911.953
237,dat22,Vietnam,11427.13333,8762.716667,1620.5,187.3333333,2378.45,1289.166667,3906.133333,5893.783333,0,0,3125.166667,1128.933333,3704.25,984.1666667,100,250,0,987.1666667,3509.1,0,0,460,731.5,323.3333333,0,1240.583333,1415.75,0,349,50,1639.833333,0,0,0,0,0,0,55464
238,Iuriya,Vietnam,4808.833333,5992.7,0,202.3333333,1179,602,1289.083333,3333.283333,0,0,1715.283333,967.1666667,2594.666667,400,0,0,0.5,456.9166667,1085.25,0,0,0,2005.333333,431.25,105,616.2833333,275,0,350.3333333,0,703.7833333,0,0,0,1,125,0,29240
239,thquan,Vietnam,2661.25,2224.083333,0,0,548.25,487.5,1137.583333,2019.166667,0,0,675.8333333,337.5,353.3333333,0,0,0,0,0,320,0,0,0,253.75,253.75,120,270,0,0,0,0,120,120,0,0,0,0,0,11902
240,VietCT,Vietnam,10923.82857,17398.54524,543,150,4860.235714,3102.880952,6860.819048,10735.70952,244,0,3546.795238,2015.369048,3756.809524,1015,100,0,90,1791.033333,3101.833333,0,258.75,210,2173.214286,252.5,261.1666667,2799.666667,1049.083333,90,692.6666667,50,2166.759524,60,0,150.3333333,340,0,0,80790
241,nvatuan,Vietnam,9021.75,9409.166667,776.5,224.75,3494.833333,57.91666667,2419.333333,4868.25,0,0,1013.75,3624.333333,2303.583333,1,0,0,1,274,1117.75,0,0,167.8333333,816.5,50,0.333333333,1130.916667,0.833333333,412.5,367,0,220.1666667,0,0,0,0,0,0,41774
242,TrainingCucManh,Vietnam,832,1567.5,0,0,0,287.5,0,427.5,0,0,225,212.5,0,0,0,0,0,825,1440,0,212.5,0,825,300,0,0,0,0,675,0,187.5,0,0,0,0,0,0,8017
243,Ares,Vietnam,15251.61667,28960.58333,2051.5,651.5,6789.416667,1265.25,3265.047619,12406.78095,0,0,4287.247619,4469.583333,4849.330952,1628.547619,0,0,0,2707.864286,993.5833333,0,281.25,176,2761.664286,246.5833333,664.3333333,4281.416667,1342.75,112.5,956.8666667,134,846.7833333,0,0,0,75,0,0,101457
