No,username,country,math,implementation,geometry,bitmasks,brute force,binary search,dp,greedy,chinese remainder theorem,fft,sortings,number theory,constructive algorithms,trees,matrices,divide and conquer,probabilities,dfs and similar,data structures,flows,meet-in-the-middle,games,graphs,shortest paths,hashing,strings,combinatorics,interactive,dsu,graph matchings,two pointers,string suffix structures,2-sat,expression parsing,*special,ternary search,schedules,total
81,dahao,Vietnam,18789.65238,17101.92857,3099,2472.166667,9042.319048,9027.185714,11630.92857,16240.62619,0,0.333333333,8555.916667,4878.785714,9252.7,4188.72619,500,1246.392857,0.333333333,4491.009524,14864.42857,560.3333333,150.3333333,541.9166667,4699.983333,2133.583333,1274.2,5296.116667,4564.416667,2298.5,1592.7,50.2,3060.75,361.2,0,0.333333333,400,0,225,162592
82,Soren_15,Vietnam,6675.233333,8172.685714,887.5,2146.783333,1961.533333,4193.316667,6787.919048,6213.2,0,0,2612.202381,2956.983333,3256.25,2555,125,273.75,250.25,1454,7841.552381,0,390.3333333,615.3333333,2071.366667,1065.583333,140.1190476,673.6190476,1104.333333,392,61.33333333,60,2247.95,64.61904762,60,0,525,225.25,0,68060
83,McDonald,Vietnam,12621.69286,11017.3,2381,1947.916667,3941.109524,784.2833333,4489.72619,9703.116667,0,0,1558.592857,1525.333333,6444.7,2945.116667,125,513.2,107.1428571,3689.083333,3716.42619,824.9428571,324.8,450,2814.7,995.5,220,3112.166667,325.05,75,811.6666667,374,1027.433333,0,0,0,0,0,0,78866
84,tRuNgSeO,Vietnam,6824.5,5381.45,234.8,1304.666667,2059.783333,1613.033333,1632.75,6696.766667,0,0,4176.9,2001.833333,3755.233333,910.5333333,0,278.95,150,861.0666667,1617.016667,0,0,165,493.7333333,0,351.5,1490.2,1686.133333,150.25,0.333333333,0,1214.366667,0,0,0,0,0.2,0,45051
85,I_Love_Manh9203,Vietnam,2266.333333,2122.833333,0,0,366.3333333,769.3333333,240,3007.666667,0,0,343.5,251.3333333,1119,0,0,0,0,234,426.3333333,0,0,0.5,439,0,0,848.5,0,0,0,0,0,0,0,0.333333333,0,0,0,12435
86,Mothaiba,Vietnam,23695.2,33191.61667,6317.033333,2405.333333,10421.36667,5484.333333,13255.33333,16002.41667,0,0,7716.333333,7972.083333,8542.866667,2083.833333,0,1050.333333,4853.333333,3187.583333,8652.5,0,420.75,557,3203.583333,981.0833333,314.6666667,2075.166667,8944,2,823.5,37.5,1184,300,0,0,513.25,793,0,174981
87,neihcr7j23,Vietnam,8560.416667,4722.2,450,548.9333333,3128.302381,1658.5,1907.85,3862.466667,0,0,1199.085714,1253.833333,2127.285714,649.452381,0,0,150,1287.5,3300.619048,0,0,165.3333333,2045.452381,365.5,0,574.45,1124.25,0,481,0,1028.569048,0,0,0,0,0,0,40591
88,KhanhHoa_UNhi,Vietnam,2072.416667,3669.566667,273.75,0,834.45,0.25,2071.816667,5318.216667,0,0,194.7333333,1931.5,1501.083333,260.7,0,0.45,75,0.583333333,850.0666667,0,0.25,75,260.45,260.7,0,985.5333333,0,0,261.2833333,0,242.2,0,0,0,0,0,0,21140
89,solomidII,Vietnam,3746.75,3354.5,468.3333333,0,2258.916667,592.5833333,2303.416667,2674.833333,75,0,775.3333333,1649.583333,1027.25,390.5833333,0,92.66666667,0,978.9166667,1853.75,0,0,150,1795.333333,0.333333333,193,227.0833333,576.25,0,0.25,0,1269.333333,0,0,0,0,0,0,26454
90,heklo,Vietnam,6760.5,6461.45,602.1666667,737,3845.166667,3464.416667,2987.5,9445.033333,0,0,4039.233333,3281.25,5490.916667,1443.15,0,710.5,0,1972.983333,2494.166667,0.7,0,899.5,2188.433333,0.7,191.6666667,1834.866667,1107.733333,0,925.4,0.2,392.3666667,0,386,0,0,0,0,61663
91,vietnakid,Vietnam,23941.96667,40101.53333,1249,957.65,11493.45,4539.383333,6245.3,18787.18333,0,150,9048.233333,3704.283333,10689.66667,3353.5,0,113.2833333,90,2503.2,2798.833333,75.33333333,0,1320.333333,3201.966667,878.8333333,225.3333333,6949.2,2652.833333,1292.583333,1455.8,37.5,891.6166667,150,0,0,325,150.2,0,159373
92,nghethuat102,Vietnam,18870.38333,23883.48333,2616.333333,324.8333333,9450.333333,4092.783333,8145.447619,14999.64762,0,0,3580.014286,5659.833333,7505.380952,1284.980952,0,0,0,1968.214286,4709.816667,0,254.8,895.3333333,4269.914286,1155.533333,721.5,3074.7,2851.133333,1,1348.533333,102,2555.566667,210,0,0.5,0,0,0,124532
93,DoanPhuDuc,Vietnam,21729.9868,42163.40952,5701.833333,2850.593939,14802.8868,6818.129654,26238.82251,19329.50346,300,150.25,10554.48571,5728.927273,12367.3,10465.02727,2081.25,1583.033333,2815.533333,7936.9,23813.67251,375.5333333,0.333333333,248,6122.383333,926.6666667,3341.452381,12563.32251,5093.25,1824.166667,2483.627273,397.5,3742.516667,552.6190476,0,571.3333333,362.5,0.25,0,256037
94,longhoang08,Vietnam,12892.11667,17796.33333,4564.333333,1217.883333,7831.4,5932.766667,8182.3,15234.38333,0,0,5886.983333,4501.85,9642.133333,2055.9,0.333333333,641.9166667,0,6877.333333,7495.15,398.3333333,267.5,477.5,5628.533333,1322.5,792.75,4756.416667,1653.083333,1203,1921.516667,400.55,1631.366667,168.75,72.75,263.3333333,0,154,0,131865
95,ultoxtung,Vietnam,10883.58333,17997.45,653.1666667,352.3333333,5859.5,3928.166667,6514.95,11380.96667,0,0,2828.633333,3514.533333,7234.166667,1253,0,0.833333333,90,2251.833333,2826.883333,216.5,275.3333333,437.3333333,2582.833333,621,0.5,4707.5,1318.666667,397.3333333,1286,0,898,0,0,0,100,426,0,90837
96,lantrungseo,Vietnam,19967.38333,22835.91667,1132.166667,2154.45,8479.416667,6587.65,13804.96429,13647.31429,0,0,5567.130952,4140.716667,14600.21429,3086.047619,447.6666667,150,240,4236.297619,5499.083333,385.25,0.25,1.5,6765.330952,2744.833333,412.0833333,3349.083333,3221.75,100.5,1655.25,60,3001.583333,0,135,0.666666667,90,62.5,0,148562
97,L2K2,Vietnam,12350.25,19348.4,823.5,939.6666667,7806.12619,3996.166667,4761.433333,11895.03333,0,0,5280.559524,3926.416667,3871.642857,2688.17619,125,200,0,3519.266667,3761.792857,0,246.5,292.3333333,2750.67619,0.5,341,2847.916667,1000,0.5,1261.833333,0,926.3095238,60,0,0,350,0,225,95596
98,vinhntndu,Vietnam,5521.083333,7738.066667,340.5,0,1145.25,342.8333333,1906.583333,7981.816667,0,175.5,1516.9,1190.916667,1971.25,200.5,240,0.25,0,403.45,1153.833333,0,506.5,0,1021.25,0.333333333,175,728.5666667,185.8333333,0,403.75,0,765.5333333,0,0,0,471887.64,0,0,507503.14
99,ndhuy,Vietnam,50337.60833,59481.27619,2562.625,1120.083333,18015.48333,8413.85,16099.23333,38670.84286,245.5,282,10496.48333,11585.88333,23316.5,6021.083333,0,275.2,0,5359.184524,9341.87619,875.75,256.25,1457,8140.034524,1318.783333,1248.233333,8204.42619,4251.25,0,4118.192857,0,5608.783333,387.25,0,0.333333333,425,282,0,298198
100,TruongMinhTri,Vietnam,11794.5,16490.9,697.75,594.1666667,4076.533333,1166.116667,3845.783333,12544.78333,0,0,4215.566667,1925.116667,4482.5,488.2,0,0.2,0,1573.583333,2352.166667,75,0,50.33333333,2200.95,600.3333333,105,1245.95,1028.75,0,809.7833333,0,264.0333333,0,0,0,0,0,0,72628
101,tungtinhoctre126,Vietnam,22003.33333,42742.7,4478.083333,1027.833333,12487.71667,5634.433333,11247.08333,16184.11667,0,0,8633.583333,5042.466667,17088.73333,1190.916667,436.6666667,0.45,1005.133333,3983.816667,9057.95,150,0,1041.5,4000.366667,1077.883333,666.5833333,9032,4586.916667,299.5,865.0833333,220.4,2705.75,0,0,0,350,0,0,187241
102,TomOwO,Vietnam,9254.609524,14422.96667,817.8333333,979.6666667,5344.77619,4110.616667,3916.97619,9738.583333,0,0,2804.809524,2605.083333,8103.25,2470.8,0.333333333,544.0833333,107.1428571,2018.366667,5152.209524,107.1428571,0,1005,2477.633333,856,506.45,1680.7,1638.166667,274.8,592.1333333,0,832.1666667,187.7,0,0,0,0,0,82550
103,LovelyFairy,Vietnam,8187.509524,12976.31905,495,1405.119048,4454.152381,1343.92619,4264.828571,8048.288095,0,0,3669.85,3689.333333,5487.75,1750.271429,0,1.376190476,300,1230.695238,1278.069048,0,0.333333333,1170.333333,1142.333333,225,337,3016.569048,1865.75,0,421.8666667,127.1428571,838.65,0,0,0.333333333,0,0.2,0,67728
104,hungt1,Vietnam,22559.84286,24062.35952,2704.083333,2420.416667,7001.311905,5600.535714,12805.89286,20802.32857,0,0.333333333,8494.9,6167.366667,10575.66667,2845.233333,93.75,362.95,150,4740.102381,7054.228571,150,120.25,1762.5,5336.885714,1752.152381,1674.133333,6175.02619,2289.166667,300.25,1221.566667,37.5,2876.133333,494.8,0,0.333333333,175,125,225,163157
105,LTVER,Vietnam,2802.666667,3597,349.5,230.75,1915.166667,310.6666667,2462.25,2770.416667,0,0,75.83333333,984.3333333,1392.5,0,0,550,0,0,2251.5,0,0,0.5,430,0,0,713.25,1022.666667,0,0,0,1729,0,0,0,0,0,0,23588
106,tuananh238,Vietnam,41442.1119,52598.42857,1893.7,4394.22381,18125.14286,14533.93571,22806.04286,44584.4,187.7,0,17461.1,12098.40238,24534.95952,6568.87381,225,1065.116667,1038.866667,6365.240476,19414.1619,0,436.5833333,2810.166667,6575.57619,2010.916667,1005.583333,10600.59048,6250.45,411.2,3818.5,0,7866.32619,0,150,450.5,0,325.2,225,332274
107,Mikel_Arteta_8,Vietnam,71476.71905,99415.64524,5684.333333,4388.740476,38098.92619,15935.80238,21133.57143,55230.39524,244.5,0,18479.27857,18320.21905,37689.89524,6805.852381,120.8333333,216.5166667,237.3333333,10337.34524,16839.54524,599.5,471.2833333,3476.166667,11807.87143,2326.5,1632,16015.08333,8190.7,2171.4,5663.37619,0,7711.333333,0,0,0.333333333,100,134,0,480955
108,Taan,Vietnam,14686.45,20698.86667,2664,1029.083333,7942.366667,1438.5,9336.783333,8904.6,0,0,3709.666667,3633.166667,9479.416667,3106.666667,0,0,0,3233.9,4065.5,100,0,1151,5079.233333,670.1666667,120,3954.316667,2080.333333,332.5,652.0666667,187.5,547.9166667,120,0,0,325,225,0,109474
109,minhcool,Vietnam,27008.45,34830.85,1143.833333,1160.75,9833.766667,5101.25,8619.7,15967.2,0,0,8278.75,6898,11448.06667,974.25,468.75,250,188.3333333,1220.916667,3646.083333,0.333333333,75,617.1666667,2651.65,746.0833333,352.7333333,3252.916667,2214.25,462.75,225.25,87.5,1870.416667,0,0,0,175,500,0,150270
110,Minology,Vietnam,18383.63571,29129.38571,3650.166667,2328.833333,11131.45238,8507.183333,22239.83333,19345.93333,0,0,6065.119048,5003.869048,17992.85,4734.783333,800,725.5833333,2055,11124.28333,12637.23571,1510,125,1379,9669.95,2428.5,714.9166667,7192.583333,6455,314.75,2375.533333,300,2354.952381,135.3333333,0,175,0.333333333,0,0,210986
111,YLiA,Vietnam,871.5,1279.5,0,0,384.3333333,1070,684.6666667,2571.866667,0,384,1070.533333,0.2,1242,0.2,0,0,300,0.4,538,234,0,0,0.4,0.2,0,0,0,0,0.2,0,238,0,0,0,0,384,0,11254
112,OFYM,Vietnam,24338,28508.24286,2744.583333,1568.85,8540.116667,8274,9086.666667,18444.04286,0,1,5302.7,4036.15,10600.53333,2319.933333,0,542.0333333,2.5,2510.909524,4246.87619,338,0.25,1960.25,3577.259524,519.0833333,157,2624.142857,2283.416667,225,656.0095238,0,3481.95,0,0,0.5,30,125,0,147045
113,tienthanh214,Vietnam,14050.20952,12488.06667,2495.833333,2368.642857,4207.316667,4281,9753.592857,11536.5,0,0,4143.45,2556.666667,7057.109524,5865.559524,600,2209.833333,450,4662.242857,8879.07619,0.333333333,0,604.6666667,2807.783333,1243.066667,188,2039.866667,2390.916667,786.75,1163.983333,0,2212.533333,0,0,0,957.587,637.5,225,112863.087
114,265918,Vietnam,16365.56061,22180.3,1707.333333,1194.593939,7529.560606,3592.260606,6648.643939,12245.06061,0,0,4393.866667,5118.843939,7958.1,1922.177273,0,169.2833333,1,1387.55,4978.077273,0,288.75,1135.333333,3768.533333,1148.616667,588.2333333,4172.677273,1863,0,830.7439394,0,2098.45,360,0,0,6.45,495,225,114373
115,AslanX_X,Vietnam,6233.75,7622.059524,277.5,0.5,2796.05,554,3398.75,6401.542857,0,0,437.9833333,1480.916667,1829.966667,263.65,0.333333333,0.2,0,1427.72619,1259.47619,0,178.75,0,2955.42619,474.45,293.8,1065.509524,374.5,0,826.1261905,0,426.0333333,0,0,0,0,0,0,40579
116,bigbrain,Vietnam,18910.66667,37725.66667,1332,1931.333333,12340.5,4361.5,7862.416667,25843.83333,0,0,7344.083333,6912.5,10646.95,1821.2,0,1.333333333,4,2879.366667,3941.366667,0,258.75,1619.333333,2166.033333,1146,0,6105.5,2222.666667,0,1388.666667,179,1640.333333,0,0,0,0,0,0,160585
117,wjbu_with_civil_rights,Vietnam,4850.271429,8263.033333,300.2,925.7,2102.016667,1107,4220.783333,6056.521429,0,0,2887.221429,988.4166667,1803.771429,2085.666667,0.333333333,75.45,0,1449.588095,3480.404762,0,0,430,2036.704762,412.1,125,2119.116667,1050.416667,212.75,907.75,0,846.7833333,0,0,0,0,125,0,48862
118,gestapo872,Vietnam,3575.333333,3441.166667,0,689.5,594.3333333,1166.5,1349,2368,0,0,698.5,527.5,1946.5,0,0,0,0,0,512.1666667,0,0,0,864.5,175,0,683,0,0,0,0,190,0,0,0,0,0,0,18781
119,_Kkura_,Vietnam,13714.67619,16652.08571,1209.5,1987.642857,6266.733333,4155.283333,11865.35238,14298.33571,0,0,5783,4119.366667,8352.559524,4945.902381,262.8333333,541.0928571,0,3386.361905,7422.711905,0.333333333,0,369.6666667,5987.87619,1665.5,550.3333333,3781.37619,1735.25,90.25,1360.842857,37.5,2856.433333,250,0,0,325,125.2,0,124099
120,baohiep,Vietnam,19924.72619,21031.10952,1806.416667,1251.333333,9248.942857,4243.666667,14382.94286,21847.47619,75,75,6657.566667,6373.783333,12809.7,2850.166667,550.3333333,1016.15,290,4978.016667,8656.909524,200,0.25,1153.25,7898.783333,2197.1,615.3333333,6611.17619,3155,1045.833333,2691.033333,150,4790.833333,210,150,225,188,559.1666667,225,170135
121,dung11112003,Vietnam,19000.45714,20502.27381,856.5,731.3333333,5424,4839.833333,11452.83333,17610.32381,243,0.583333333,3187.766667,5277.583333,6532.607143,1591.75,1501.333333,100.5,350,1684.95,5330.32381,225.5,249,394.3333333,2876.107143,383.8833333,458,3358.333333,2539.016667,214.6666667,1040.5,50,3100.37381,0,0,0.333333333,0,0,0,121108
122,KhanhHoa_NNTan,Vietnam,8757,8392.033333,544.25,1062.166667,3669.866667,1197.916667,6905.683333,8316.733333,0,0,2852.7,2466.9,3914,1338.766667,125,90.73333333,812.5,2410.816667,3641.433333,1,272.5,75,4493.033333,691.25,0,152.5333333,3234.333333,0.5,1614.233333,0,1352.116667,0,0,0,150,125,0,68660
123,ftuknights,Vietnam,41991.87857,71727.02857,3244.95,4399.647619,28111.99762,9498.361905,19368.33095,35999.92619,75,0,16223.69524,10983,18586.97857,5379.014286,324,200.3333333,619,4414.147619,10830.95,0,277.3833333,1792.583333,7397.216667,1641.1,596.1166667,10368.78095,6483.05,0.333333333,4392.766667,386.6666667,4545.561905,1078.2,487.5,0.333333333,0,566.1666667,225,322217
124,G3meux,Vietnam,10432.01667,7563.416667,1008,1247.916667,3301.45,3542.75,5445.2,6732.233333,0,0,4328.783333,2435.283333,4993.5,1395.966667,375,37.95,100,2402,2931.45,200,0,150.3333333,2722,1179.866667,120,1703.5,1233.166667,0.583333333,711.1333333,0,1631.5,120,0,0,0,125,0,68170
125,qweiop77,Vietnam,9300.72619,16779.23333,901.8333333,1077.25,9801.209524,4328.333333,5365.209524,9686.166667,0,0,2641.033333,1706.583333,7574.166667,1451.2,0,0.2,300,1742.642857,2512.066667,0,0,437.3333333,2542.342857,1379.642857,0,5624.75,602.6666667,813.5,364.2,304.6428571,1247.066667,0,0,60,375,404,0,89323
126,GKT1,Vietnam,14532.91071,26235.60238,1222.458333,251,7011.366667,2628.452381,7534.166667,12696.03571,0,0,5379.066667,6030.433333,6259.95,1385.885714,100,268.5833333,75.5,2280.575,3891.535714,0,0,226,3597.675,649.4333333,1.166666667,4106.033333,1827.75,75.25,845.8,151.7857143,952.0333333,0,0,0,175.2,0,0,110391.65
127,Demon-Slayer,Vietnam,7757,5720.583333,577.5,1.333333333,3136.916667,1019.5,1654.583333,4393.916667,0,0,782.8333333,2447,1570.333333,165.25,0,0,0,3062.75,2022.416667,297.5,0.25,0,3585.916667,330.5,597.5,1861.833333,303,0,743.75,0,1032.833333,0,0,0,0,0,0,43065
128,I_Love_Uyen_Nhi,Vietnam,4627.6,7631.916667,163.8333333,297.5,1861.583333,271.5333333,1184.45,3181.033333,0,0,1276.666667,533.9,1565.366667,523.7666667,0,0.45,0.5,490.9,260.0833333,0.5,0,496.6666667,1474.066667,702.5,0,1119.333333,787.6666667,0.25,192.9333333,0,490,0,0,0,0,0,0,29135
129,3multid,Vietnam,27097.38333,30234.86667,2319.333333,761.0833333,7607.816667,8060.616667,7399.133333,18801.55,0,150,6516.2,4669.35,14686.88333,1563.1,0,191.95,0,1713.8,2356.95,0.333333333,0,595.1666667,2151.366667,786,60,3892.7,2715.916667,722.25,291.6666667,0,1475.25,60,0,0.333333333,0,150,0,147031
130,tang0404,Vietnam,6820.033333,12863.56667,1169.466667,1040,4724.383333,3031.266667,4967.2,8426.066667,365.3333333,0,960.2333333,2910.816667,6000.25,951.6666667,0,350,304,1988.2,2829.75,0,0,1378.833333,1823.033333,591.5333333,0,2509.666667,2069.633333,0,0.2,0,1176.866667,0,0,0.333333333,0,450.6666667,0,69703
131,vipghn2003,Vietnam,14160.5,11106.08333,1352.666667,1004.383333,5899.216667,4242.833333,13627.96667,13799.31667,0,150,5893.883333,3450.333333,7785.25,2583.216667,100,1588,850,3155.95,11003.36667,100,0,649.3333333,3978.3,696.6,525,3658.166667,2364.25,0,1391.216667,100,2346.166667,0,187.5,0,187.5,375,0,118312
132,bjn,Vietnam,14623.15952,15645.20952,1752.7,1429.892857,3353.05,5224.7,28510.45238,14093.25952,0,0,4501.65,5100,6236.892857,7193.769048,1422.083333,1708.042857,950.3333333,7115.285714,12174.20238,428.3333333,577.35,651,9429.816667,2003.066667,306.5,3495.083333,4486.266667,0.5,1346.066667,530,2251.75,0.583333333,0,0,0,200,0,156741
133,lekhang123lc,Vietnam,30432.95,43175.43333,2666,1936.2,12072.88333,4471.033333,10331.56667,28826.43333,0,0,6864.383333,9430.766667,17886.63333,2384.733333,0,0.45,0,2893.4,7489.033333,531,279.2,810,5860.916667,1313.75,300.6,7197,4563.283333,0.25,1998.733333,0,3521.033333,60,0,301.3333333,0,0,0,207599
134,ConfirmPassword,Vietnam,4538.233333,5177.166667,1183.666667,226,2423.333333,1260,3133.5,5530.1,0,0,1496.1,799.0666667,2766.5,536.8,0,0,0,1312.466667,2848,0,0,1024,1948.633333,1231.666667,0,1745.666667,523.6,0,314.6666667,0,836.8333333,0,0,0,0,0,0,40856
135,Shit_of_the_bitch,Vietnam,1675.72619,3353.833333,214.6666667,908.6428571,1479.75,576.5,1667.109524,1231.5,0,0,394.6666667,643.4166667,1692.892857,644.6428571,0,0,0,861.4428571,473.9428571,0,0,0,604.3,0,0,586.5,205.6666667,0,216.8,0,0,0,0,0,0,0,0,17432
136,Minotaur,Vietnam,4333.666667,3916.083333,639.5,361.3333333,669.9166667,585.5833333,1254.583333,5494.083333,0,0,546.25,695,1917.833333,0.333333333,0,0,0,813.3333333,664,0,0,165,588,0,240.5,286.5,1678.5,0,0,0,236,0,0,0,0,0,0,25086
137,tFGaQdmbhJHV,Vietnam,38867.11667,60210.56667,4436.916667,4295.833333,20935.32619,11662.25952,19049.94524,35632.60476,0,0,9752.328571,12878.48333,30072.29524,7471.161905,0.333333333,1534.583333,512.5,10553.97143,19368.12619,1107.833333,599.0833333,2987.833333,11796.9381,2740.72619,1310.5,10539.53333,5422.833333,1097.75,4968.283333,946,3673.833333,60,337.5,258.5,451,152.5,225,335910
138,nhanlun,Vietnam,20661.04286,30073.56905,2037.5,2060.833333,8811.42619,6027.333333,7612.438095,14276.05476,0,150,8267.235714,4692.083333,10339.17857,4049.119048,0,448.6666667,321.5,5077.461905,6774.142857,75,120.25,523,5855.428571,1284.75,485.1666667,5183.119048,4204.5,549,1183.25,87.5,1645.45,120,0,0,175,150,0,153321
139,Avny,Vietnam,45046.41667,57509.35952,4614.5,1645.380952,16223.21429,10046.75,12260.54762,41669.15714,238,0,13467.16667,9569.05,24441.85,3233.914286,0,672.8666667,0.5,5142.42381,7476.12619,539.25,606.2,1797.333333,5454.309524,497.2166667,908.85,7270.42381,3415.866667,412.9166667,1970.259524,0,4796.316667,0,0,0.833333333,1,0,0,280928
140,viethuy99,Vietnam,47296.90238,61750.47857,6470.083333,4207.75,26290.20238,15072.88571,32276.59524,45456.80952,300,150,14892.26667,12566.31905,22335.28333,5942.87619,575.3333333,1012.259524,2072.666667,10440.90952,19691.34524,400.3333333,75,3560.5,8684.7,1800.75,1512.833333,10750.23333,7831.166667,100.8333333,2616.233333,197.5,5208.216667,480,285,0.333333333,966.2,750.2,225,374246
141,28164767TuanAnhND,Vietnam,3691.083333,3345.95,75,752,1099.833333,598.75,1670.45,3213.033333,0,0,1160.983333,835.3333333,3605.916667,162.5,0,0,150.3333333,946.5833333,1247.25,0.2,273,0,1196.95,0,105.25,1453.866667,614.3333333,546.6666667,87.83333333,0.2,573.7,0,0,0,0,125,225,27757
142,trungnq,Vietnam,22901.8,22254.08333,3239.333333,2172.25,13506.95,4689.533333,8466.466667,14849.28333,0,0,4187.733333,5208.166667,10342.83333,2100.466667,0,185.5,239.6666667,1768,2913.633333,0,0,1826.416667,3703.166667,814.3333333,0,4239.033333,2888.666667,435,311.25,0,1587.233333,0,0,0,0,0.2,0,134831
143,_hungngao_,Vietnam,3910.083333,3404.666667,245,91.53333333,1129.283333,614.0833333,857.0333333,3470.533333,0,0,910.9,1758.833333,1723.666667,0.2,0,0.2,0,556.5,1229,0,0,0,556.7,0,0,0.833333333,913.3333333,0.333333333,713.7,0,712.5833333,0,0,0,0,0,0,22799
144,zerotohero,Vietnam,19433.5487,25348.34286,2342.366667,1905.510606,8324.760606,3081.177273,10362.05823,15345.54632,0,150,6028.492857,4602.227273,9260.92619,2260.774892,0,469.3928571,0,3007.702381,4936.458225,300,0.25,647,4934.942857,491.2333333,0,2078.260606,2275.916667,0.5,1246.793939,60,2446.616667,0,60,0,0,150.2,0,131551
145,youdontknowme,Vietnam,3088.25,4395,0,0,391,780.25,822.5,1724,0,0,450,404.25,0,0,0,0,0,436.3333333,825,0,246.25,647.5,486.3333333,50,254,709,225,0,436.3333333,0,0,0,0,0,0,0,0,16371
146,znarT,Vietnam,5384.05,5162.966667,1319.5,786.5,2317.766667,1696.5,939.35,2141.933333,0,0,909.4666667,1055.716667,2986.5,2134.4,0,0.5,0.5,828.6,2369.166667,0,0,575.5,1755.933333,406,0.333333333,1632,1610.65,0,1123.533333,0,550.3,0.333333333,0,0,0,0,0,37688
147,NePbo.exe,Vietnam,8015.309524,11890.66667,890.25,1654.47619,4840.583333,2660.666667,5516.759524,5612.75,0,0,3305.833333,2666.616667,5762.97619,2364.042857,0.333333333,1790.2,125,1741.509524,11205.42619,200.3333333,0.25,175,1062.033333,312.9166667,0,2067.5,1217.5,226,1787.483333,0,1143.333333,0,0,0,1,335.25,225,78797
148,sonhv3112,Vietnam,8192.9,6957.342857,1007.5,1397.45,2400.3,1985.666667,4767.842857,8741.32619,0,150,2464.233333,4361.95,6385.166667,2423.609524,500,625.7428571,206.25,1824.142857,3016.192857,0.333333333,0,0.333333333,905.4833333,277.2,325.7,2079.75,1410.6,225,1156.783333,0,906.8666667,0,0,0.333333333,570.087,275,0,65541.087
149,lanthanhcao,Vietnam,4769.47619,4521.842857,0,183.0833333,2237.142857,0.5,2152.72619,3323.22619,0,0,1610.333333,0,2000.333333,824,0,0,0,325.3333333,736.5928571,237.2,0,0,999.0833333,234.0833333,274.5,838.5595238,1.25,0.333333333,237.2,0,237.2,0,0,0,0,0,0,25744
150,user060804,Vietnam,9798.283333,4989.083333,0,887.8333333,3675,974.3333333,7933.95,5487.5,248,0,2433.083333,2567.283333,3663.25,517.5,545.0833333,168.75,488.3666667,1147.666667,1495.666667,0,222.75,578.5,1546.416667,330,0.25,671,3019.366667,409.25,867.5,0,841.3333333,0,0,0,76,0,225,55808
151,proud_hiccup,Vietnam,1538,1624.766667,0,856.7666667,140.9333333,263,381.1,2075.866667,0,0,544.1,897.8333333,368.6666667,0,0,0,0,893.3333333,240.6,0,262.5,393.3333333,893.3333333,0,0,557.3333333,0,0,1133.933333,0,240.6,0,0,0,0,0,0,13306
152,hongvip1638,Vietnam,2732,1617.559524,382.3333333,215.3333333,1524.166667,0.833333333,725.8333333,1768.809524,0,0,547.5333333,1586.666667,139.0833333,215.45,0,0.45,0,215.3928571,706.8928571,0,0,0,94.09285714,93.75,0,666.4761905,0,0,0.342857143,0,231,0,0,0,0,0,0,13464
153,_LNHTD_,Vietnam,3361.833333,3047.916667,0,165,547.75,845.75,1302.583333,3295.916667,240,0,1834.75,393.5,2615.833333,200,0,165,0,350.3333333,1914.416667,0,0.25,0,717,300.5,0,247.3333333,962.8333333,0,0.833333333,0,453.6666667,0,0,0,0,125,0,23088
154,knst,Vietnam,18893.46667,41097.31667,2285.466667,705.9,13474,6059.133333,9291.033333,19312.95,0,0,8666.75,6706.533333,13914.36667,833.5333333,324,486,595.5,4253.166667,4687.8,0,0.75,1828.5,3272.933333,621.45,1011.5,6191.833333,2390.166667,235.2,709.1833333,324.5,1231.166667,0,97.5,456.4,2353,0,0,172311
155,lightkuriboh,Vietnam,9502.25,12245.98333,898.8333333,1021.333333,3720.033333,1793.583333,4289.416667,6241.366667,215,0,3108.45,2783.833333,6567.45,800,0.5,250,363.5,850.3333333,1442.083333,0,241,290.3333333,2636.366667,226.1666667,269.1166667,1075.866667,3151.75,641,75.5,0,369.95,0,0,225,150,225,0,65671
156,NMFF0B0H,Vietnam,10466.56905,9665.602381,3430.666667,1296,5494.685714,5624.952381,11966.53571,5773.983333,0,0,2757.2,3517.369048,4725.383333,1986.016667,225,837.8333333,688.5,4896.133333,7312.519048,1085,120,835.3333333,5573.716667,1602.783333,1080.833333,2639.2,1670.5,1548,1355.733333,0.25,3419.833333,750,0,450.3333333,1048.533333,0,225,104070
157,anhducpn67,Vietnam,17546.85238,16142.05238,3501.25,1010,7627.335714,6121.319048,17266.15238,12810.78333,0,0,5577.416667,4534.702381,3424.733333,5812.383333,0,1250.333333,0,6908.55,13365.38571,0.5,200.3333333,853,6672.95,2538,544.5333333,3346.583333,2978.083333,0,2604.283333,0,2048.233333,0,150,0,210,200.25,225,145471
158,tieuphong__,Vietnam,3468.15,7185.383333,300,290.3333333,2854.416667,1812.3,1547.633333,6036.783333,0,0,2462,113.1333333,3842.2,1671.033333,0,250,0,1054.533333,1426.833333,0,0,244,830.4,538,0,654.3333333,416.6666667,290,1924.533333,0,769.3333333,0,0,0,0,0,0,39982
159,thienlongtpct,Vietnam,66882.86905,125505.6857,7348.666667,5729,42061.53571,17719.20238,28689.81667,58744.68095,175,0,25855.01429,18056.78571,37672.83095,6358.647619,537.5,1453.533333,865.5,13069.51429,19770.51905,239,300.5833333,2632.5,10877.28095,1994.333333,1719.2,23022.48333,7339.883333,1224.45,3348.416667,237.5,8187.5,845.2,870,772.6666667,2198.7,472.5,325.5,543104
